,HIP,Parallax,RA,Dec,Vmag,Spectral_Type,Distance
69537,105187 H,10.63,211827.51,+661327.7,10.71,G,94.0733772342427
69540,105190 H,11.8,211830.70,+802111.5,7.35,G,84.7457627118644
69544,105199,66.84,211834.58,+623507.6,2.45,G,14.961101137043686
69553,*105213,0.48,211843.47,+363608.1,8.46,G,2083.3333333333335
69561,105221,4.27,211846.11,+151533.4,8.41,G,234.192037470726
69577,105238,6.7,211900.20,+260524.3,8.38,G,149.2537313432836
69602,105273,3.23,211924.47,+521927.8,7.32,G,309.59752321981426
69606,105277,3.84,211925.97,+493652.6,8.76,G,260.4166666666667
69617,105288 H,4.21,211935.03,+142113.0,8.17,G,237.52969121140143
69619,105290,11.09,211936.00,+491316.3,7.7,G,90.17132551848512
69628,105309,1.83,211944.94,+535705.4,8.07,G,546.4480874316939
69654,105335,7.27,212009.87,+353556.4,8.22,G,137.5515818431912
69658,105339,0.76,212012.47,+610737.4,9.54,G,1315.7894736842104
69664,105350,14.61,212020.02,+164840.8,7.55,G,68.44626967830254
69674,105360,10.07,212026.52,+120829.8,7.58,G,99.30486593843098
69677,105363,2.74,212027.85,+610712.8,8.65,G,364.963503649635
69680,105371 H,11.59,212033.52,+131001.3,8.07,G,86.28127696289906
69682,105373,7.14,212035.70,+284959.0,7.54,G,140.0560224089636
69701,105397 H,1.66,212053.72,+412631.6,7.65,G,602.4096385542169
69708,105409,8.96,212102.65,+004028.2,8.02,G,111.60714285714285
69715,105416,3.42,212107.91,+140025.6,9.69,G,292.39766081871346
69723,*105429 H,2.31,212120.09,+604157.6,8.77,G,432.9004329004329
69731,105457,4.29,212138.94,+061219.8,10.08,G,233.1002331002331
69733,105459,3.34,212139.71,+505016.0,8.09,G,299.4011976047904
69743,105484,2.58,212154.69,+254855.1,8.18,G,387.5968992248062
69747,105488,10.9,212157.61,+272709.0,10.51,G,91.74311926605505
69748,105489,2.64,212157.89,+234930.7,8.85,G,378.78787878787875
69750,*105496,24.43,212200.41,+310602.8,10.67,G,40.93327875562833
69753,105499,1.72,212201.22,+825845.0,8.12,G,581.3953488372093
69765,105517,8.27,212216.09,+200057.4,8.7,G,120.91898428053204
69769,105521,15.95,212218.77,+050124.9,8.23,G,62.695924764890286
69770,105522 H,10.5,212220.42,+573354.6,8.1,G,95.23809523809524
69774,105531,3.19,212225.99,+521753.9,8.69,G,313.47962382445144
69778,105535,2.85,212228.08,+521816.8,8.92,G,350.8771929824561
69788,105555,3.16,212241.79,+473658.4,8.55,G,316.4556962025316
69804,105586,11.45,212309.17,+293822.8,7.81,G,87.33624454148472
69820,105617 H,10.99,212329.36,+503125.4,8.09,G,90.99181073703366
69824,105621,1.6,212334.56,+595105.5,9.31,G,625.0
69828,105625 H,4.29,212335.71,+645538.0,8.18,G,233.1002331002331
69832,105634 H,4.05,212343.57,+042154.1,8.43,G,246.9135802469136
69838,105645,2.1,212354.71,+215550.9,8.03,G,476.19047619047615
69851,105658,3.11,212405.61,+474223.5,8.01,G,321.54340836012864
69863,105670,1.68,212412.20,+471223.4,8.91,G,595.2380952380953
69870,105682 H,9.21,212419.75,+034300.8,9.27,G,108.57763300760043
69876,105693,2.94,212424.13,+363301.1,10.23,G,340.13605442176873
69878,105695,9.47,212424.52,+101027.1,6.33,G,105.59662090813093
69884,105701,2.56,212431.07,+362954.6,9.7,G,390.625
69889,105706,2.95,212436.64,+532148.4,8.25,G,338.9830508474576
69901,105718,3.73,212445.44,+362910.1,9.05,G,268.0965147453083
69905,105722,4.84,212447.21,+492330.6,8.02,G,206.61157024793388
69916,105753 H,5.33,212509.47,+182745.5,7.74,G,187.6172607879925
69920,105762,5.91,212513.71,+410437.3,8.13,G,169.2047377326565
69924,105766,38.86,212516.73,+702838.8,7.26,G,25.73340195573855
69930,105777,3.43,212523.14,+510757.8,7.8,G,291.5451895043732
69946,105793,11.33,212532.30,+113901.7,7.64,G,88.261253309797
69957,105819,11.46,212551.55,+003203.5,6.45,G,87.26003490401395
69963,105825 H,1.49,212601.01,+495024.8,8.97,G,671.1409395973154
69964,105826,7.89,212601.21,+442340.4,7.87,G,126.7427122940431
69973,105855,11.51,212623.32,+733954.2,9.21,G,86.88097306689835
69975,105857,12.19,212625.74,+430710.2,8.31,G,82.03445447087778
69993,105885,34.92,212642.48,+034414.2,10.5,G,28.636884306987398
69996,105888,13.02,212642.81,+052632.1,8.49,G,76.80491551459293
70032,105944,2.28,212721.97,+481026.7,8.54,G,438.5964912280702
70055,*106002,12.25,212807.28,+453440.2,8.6,G,81.63265306122449
70058,106005,21.79,212811.63,+103637.9,8.73,G,45.892611289582376
70070,106037,7.53,212842.32,+244012.3,7.48,G,132.80212483399734
70075,106042,0.21,212844.17,+504933.2,8.27,G,4761.904761904762
70082,106049,7.87,212848.52,+494742.4,6.79,G,127.06480304955527
70086,*106053 H,7.92,212852.79,+110505.2,6.65,G,126.26262626262627
70092,106059 H,0.97,212857.76,+584423.3,7.94,G,1030.9278350515465
70100,106072,23.38,212906.42,+192905.0,10.87,G,42.7715996578272
70101,106073,8.34,212906.69,+534739.1,8.45,G,119.90407673860912
70102,106074 H,19.71,212906.95,+121102.8,11.17,G,50.735667174023334
70109,106081,10.25,212915.41,+283500.0,6.75,G,97.5609756097561
70113,106085,5.46,212920.54,+670303.6,6.91,G,183.15018315018315
70119,106106,148.29,212936.20,+173832.6,10.33,G,6.743543057522422
70130,106122,33.6,212946.46,+455337.1,7.93,G,29.76190476190476
70144,106157,16.5,213008.51,+121615.7,7.62,G,60.60606060606061
70149,106162,8.19,213014.74,+022719.4,7.86,G,122.1001221001221
70155,106168,12.23,213018.06,+471019.0,8.45,G,81.76614881439085
70159,106172,0.33,213021.01,+513728.3,10.97,G,3030.30303030303
70160,106173,6.43,213021.29,+145204.6,9.04,G,155.52099533437016
70164,106182,6.64,213023.83,+285919.7,8.27,G,150.60240963855424
70182,106210,4.25,213045.93,+571200.2,8.84,G,235.2941176470588
70190,106218,20.6,213051.06,+365321.4,10.66,G,48.543689320388346
70200,106233,10.78,213103.21,+300802.8,8.16,G,92.7643784786642
70205,106238,1.28,213107.46,+511457.8,8.81,G,781.25
70206,106239,0.49,213107.58,+260248.1,8.03,G,2040.8163265306123
70210,*106243,7.82,213109.62,+120815.0,6.1,G,127.8772378516624
70224,106262 H,3.06,213123.18,+482123.5,7.79,G,326.797385620915
70225,106263 H,11.02,213123.31,+400354.6,7.44,G,90.74410163339384
70227,106265 H,2.92,213125.95,+575356.5,9.51,G,342.4657534246575
70229,106267,2.84,213127.46,+523711.5,6.17,G,352.11267605633805
70232,*106270,2.6,213130.53,+481641.6,7.98,G,384.6153846153846
70236,106274,7.5,213132.33,+720301.9,8.4,G,133.33333333333334
70256,106294,6.86,213142.73,+720216.2,7.89,G,145.7725947521866
70259,106297,3.77,213144.66,+482903.8,7.65,G,265.2519893899204
70265,106303 H,4.63,213148.94,+334856.3,7.8,G,215.9827213822894
70279,106322,1.65,213203.87,+540056.0,8.18,G,606.0606060606061
70280,106323,10.63,213204.59,+341206.2,7.49,G,94.0733772342427
70298,106356,16.43,213228.70,+010047.2,8.31,G,60.86427267194157
70308,106386 H,0.44,213249.66,+390420.1,8.81,G,2272.7272727272725
70317,106395 H,18.41,213258.33,+204241.7,7.02,G,54.31830526887561
70320,106418,10.96,213316.83,+725736.8,8.16,G,91.24087591240875
70354,106462 H,2.78,213345.82,+541857.6,7.56,G,359.7122302158274
70364,106472,1.93,213354.00,+524350.0,10.13,G,518.1347150259068
70371,106489,1.77,213408.50,+240527.3,8.6,G,564.9717514124294
70382,106505,15.63,213419.35,+054059.7,11.85,G,63.97952655150352
70384,106507,2.45,213420.28,+455943.4,7.99,G,408.1632653061224
70385,106508,1.41,213420.53,+191826.4,8.23,G,709.2198581560284
70389,106512,16.12,213423.43,+135511.9,8.18,G,62.034739454094286
70396,106519 H,14.62,213429.71,+092959.7,7.91,G,68.39945280437757
70398,106521,0.82,213432.28,+621827.9,8.7,G,1219.5121951219512
70407,106530,7.83,213434.85,+590623.8,8.39,G,127.71392081736909
70411,106534,19.7,213437.63,+051306.1,10.78,G,50.76142131979696
70413,106536,0.67,213438.05,+493135.3,7.84,G,1492.5373134328358
70428,*106556,4.07,213450.86,+891322.5,9.83,G,245.7002457002457
70439,106572,3.86,213501.95,+314701.9,7.44,G,259.0673575129534
70477,106635,3.86,213556.44,+262210.6,9.25,G,259.0673575129534
70487,106650,2.14,213609.42,+484002.2,8.75,G,467.2897196261682
70492,*106660,2.91,213614.03,+060814.1,7.72,G,343.64261168384877
70493,*106661 H,9.14,213614.02,+300319.0,6.36,G,109.40919037199124
70497,106665,0.79,213615.90,+492056.8,8.68,G,1265.8227848101264
70542,106730,6.41,213710.37,+621814.3,7.16,G,156.00624024961
70544,106732,4.79,213713.57,+862629.0,8.96,G,208.76826722338205
70558,106756,4.24,213730.74,+013904.1,9.21,G,235.84905660377356
70567,106770,2.41,213738.77,+584530.1,7.67,G,414.9377593360996
70568,106771 H,5.04,213738.81,+540231.9,6.16,G,198.4126984126984
70573,106781,11.53,213743.08,+063744.6,7.66,G,86.73026886383349
70575,106783,12.68,213743.61,+063706.2,6.19,G,78.86435331230284
70580,106788,9.85,213746.50,+150328.4,8.28,G,101.52284263959392
70582,106790,6.41,213748.66,+391901.8,6.76,G,156.00624024961
70593,*106811 H,76.07,213800.07,+274326.1,9.83,G,13.145786775338506
70596,106814,3.16,213800.76,+295127.5,8.15,G,316.4556962025316
70601,106819 H,0.83,213802.94,+503703.3,9.24,G,1204.8192771084339
70616,106839,3.9,213823.75,+101104.4,8.04,G,256.4102564102564
70630,106863,3.88,213836.38,+533449.0,7.1,G,257.7319587628866
70639,106872,7.83,213845.16,+252955.7,6.18,G,127.71392081736909
70646,106879,0.96,213851.44,+385529.5,8.95,G,1041.6666666666667
70651,106884,2.78,213856.72,+572939.2,8.02,G,359.7122302158274
70655,106888,9.41,213858.19,+702746.7,8.03,G,106.26992561105207
70658,106896,0.94,213901.04,+613322.2,8.68,G,1063.8297872340427
70665,106903 H,4.86,213904.14,+203605.6,7.99,G,205.76131687242798
70667,106905,2.36,213904.75,+565659.4,9.13,G,423.7288135593221
70672,106915,9.64,213910.35,+314136.0,8.35,G,103.7344398340249
70679,106927,3.6,213918.34,+420127.7,8.9,G,277.77777777777777
70686,106934,7.4,213925.02,+313159.6,8.69,G,135.13513513513513
70694,106947,17.66,213936.44,+231554.1,9.51,G,56.625141562853905
70698,106956 H,2.15,213944.44,+581444.0,9.14,G,465.1162790697675
70709,106972 H,39.78,213954.19,+273645.4,11.62,G,25.13826043237808
70711,*106974,2.7,213955.57,+490758.0,7.14,G,370.3703703703703
70725,106998 H,6.07,214010.83,+370320.8,11.44,G,164.74464579901152
70748,107031,14.93,214034.43,+094626.2,10.86,G,66.97923643670462
70767,107060 H,8.91,214100.63,+292025.6,8.3,G,112.2334455667789
70789,107107 H,18.23,214143.68,+062515.0,8.27,G,54.85463521667581
70792,*107110,5.94,214145.91,+491758.0,7.75,G,168.35016835016833
70797,107120,8.6,214156.44,+002045.8,7.66,G,116.27906976744187
70802,*107125,10.0,214159.09,+423408.8,7.96,G,100.0
70810,*107138,5.24,214205.64,+521731.4,7.04,G,190.83969465648855
70816,107144,2.06,214210.12,+011707.0,5.66,G,485.43689320388347
70821,107159,2.38,214221.09,+505128.9,7.24,G,420.1680672268908
70825,107168,8.75,214228.31,+414915.4,8.07,G,114.28571428571429
70832,*107175,22.13,214232.96,+175033.3,10.94,G,45.187528242205154
70833,107181 H,16.95,214235.53,+023319.5,11.37,G,58.99705014749263
70845,107193,4.74,214243.31,+470752.9,8.7,G,210.97046413502107
70851,*107199 H,0.24,214246.63,+601745.3,9.01,G,4166.666666666667
70861,107209,2.03,214252.10,+570101.1,9.41,G,492.6108374384237
70869,107237,6.28,214309.26,+253130.5,7.68,G,159.2356687898089
70876,107244,3.38,214318.08,+522430.2,7.56,G,295.85798816568047
70878,107246,20.97,214318.37,+123106.7,7.85,G,47.68717215069147
70882,107250,0.85,214324.47,+570123.4,8.91,G,1176.4705882352941
70885,107253,11.97,214325.63,+381701.0,5.69,G,83.5421888053467
70890,107258,11.82,214329.90,+193808.4,7.42,G,84.60236886632825
70894,107272,0.6,214341.30,+581423.3,8.75,G,1666.6666666666667
70900,107288 H,12.12,214354.25,+275048.8,7.46,G,82.50825082508251
70906,*107294,9.19,214357.28,+272325.4,10.05,G,108.8139281828074
70915,107308,4.12,214402.94,+332006.9,8.45,G,242.71844660194174
70921,107314,22.39,214410.22,+251958.4,9.48,G,44.662795891022775
70924,107317,47.3,214413.18,+063830.7,12.06,G,21.141649048625794
70928,107321,3.18,214417.14,+491608.6,7.54,G,314.4654088050314
70943,*107346,49.27,214430.01,+413550.5,9.65,G,20.296326364927946
70951,107354 H,28.34,214438.70,+253842.0,4.14,G,35.28581510232886
70963,107371,5.7,214450.95,+245148.1,8.25,G,175.43859649122805
70966,107374,1.62,214453.28,+622738.1,5.94,G,617.283950617284
71018,107436,5.98,214536.39,+330651.5,8.21,G,167.22408026755852
71032,107465,6.6,214600.23,+505437.9,9.39,G,151.51515151515153
71036,107469,2.89,214602.82,+504026.9,7.03,G,346.02076124567475
71038,107471,5.14,214603.69,+422321.3,8.64,G,194.5525291828794
71041,107474,3.45,214604.70,+655625.3,8.46,G,289.8550724637681
71047,107480,2.55,214611.07,+574733.7,9.53,G,392.15686274509807
71055,107518,6.97,214632.19,+264513.5,8.45,G,143.47202295552367
71070,107538,0.47,214650.82,+552007.2,9.66,G,2127.6595744680853
71076,107544 H,8.28,214653.50,+005103.4,7.74,G,120.77294685990339
71090,107583,3.45,214721.88,+190550.7,8.17,G,289.8550724637681
71094,107587,22.72,214726.40,+063616.6,10.16,G,44.014084507042256
71098,107591,4.59,214728.90,+101954.2,12.17,G,217.8649237472767
71116,107624,12.14,214758.43,+284856.4,8.04,G,82.37232289950576
71123,107646,3.98,214813.80,+070155.2,8.57,G,251.25628140703517
71134,107677,2.07,214843.54,+055038.6,10.86,G,483.09178743961354
71136,107679,3.35,214844.27,+015733.9,10.76,G,298.5074626865672
71144,107692,4.63,214854.74,+465411.1,8.05,G,215.9827213822894
71146,107694,8.39,214855.38,+254235.4,7.96,G,119.18951132300357
71151,107704,2.47,214904.33,+494037.6,7.03,G,404.85829959514166
71160,107713,7.78,214911.89,+482614.3,8.42,G,128.53470437017995
71196,107789,0.49,215009.32,+601048.1,7.98,G,2040.8163265306123
71197,107790,10.64,215009.61,+154502.4,7.96,G,93.98496240601503
71205,*107808 H,5.39,215026.80,+392631.9,7.78,G,185.5287569573284
71220,107828 H,2.27,215041.38,+774606.6,7.88,G,440.52863436123346
71224,107832,6.12,215044.39,+552442.1,9.05,G,163.3986928104575
71231,*107849 H,17.12,215101.97,+291031.4,8.82,G,58.41121495327103
71234,107852 H,3.06,215103.83,+471040.8,8.7,G,326.797385620915
71240,107858 H,6.98,215107.44,+102204.8,7.88,G,143.26647564469914
71246,107864,9.63,215111.05,+285150.9,10.53,G,103.84215991692626
71250,107868,18.63,215118.28,+082049.7,8.51,G,53.67686527106817
71257,107890,9.1,215134.69,+264408.0,8.54,G,109.8901098901099
71258,107891,2.82,215135.34,+715308.5,8.41,G,354.6099290780142
71260,107893 H,12.55,215137.25,+654509.9,6.37,G,79.6812749003984
71262,107895,28.47,215139.24,+005058.5,8.6,G,35.12469265893924
71264,107902,4.67,215142.55,+090231.2,8.37,G,214.13276231263384
71265,107903,5.57,215142.66,+120208.6,7.61,G,179.53321364452424
71276,107919,13.96,215151.86,+110528.3,6.66,G,71.63323782234957
71280,107923,2.99,215155.39,+482613.5,6.88,G,334.44816053511704
71281,107924,19.82,215155.97,+075331.2,10.17,G,50.45408678102926
71287,107930,5.07,215201.02,+554748.3,5.7,G,197.2386587771203
71288,107931,30.95,215201.50,+053234.6,11.63,G,32.31017770597738
71297,107945,2.4,215208.20,+512553.8,8.66,G,416.6666666666667
71300,107948,31.42,215210.35,+053737.2,12.11,G,31.826861871419478
71303,107961 H,1.89,215220.95,+630604.5,7.38,G,529.1005291005291
71310,107968,39.84,215225.37,+022322.2,12.74,G,25.100401606425702
71311,107969,4.42,215225.48,+582036.9,8.33,G,226.2443438914027
71341,108039 H,3.98,215319.82,+535950.0,6.61,G,251.25628140703517
71368,108071,9.82,215345.56,+402510.0,9.07,G,101.83299389002036
71372,108075 H,3.73,215349.58,+404038.5,9.19,G,268.0965147453083
71380,108103,15.44,215411.18,+045844.9,9.25,G,64.76683937823834
71391,108119,8.95,215417.44,+194305.3,6.36,G,111.731843575419
71394,108127,7.18,215422.03,+124503.9,6.61,G,139.2757660167131
71403,108141,7.31,215433.74,+313636.8,8.34,G,136.79890560875515
71413,108151,8.31,215442.92,+674513.5,6.96,G,120.33694344163658
71432,108170,14.88,215455.36,+615917.8,9.81,G,67.20430107526882
71442,*108200,10.6,215515.62,+323840.1,11.07,G,94.33962264150944
71454,108217,3.23,215524.75,+510013.4,9.1,G,309.59752321981426
71460,108228 H,22.51,215531.42,+105249.5,7.72,G,44.4247001332741
71462,108230 H,3.93,215531.59,+523140.7,7.76,G,254.45292620865138
71478,108271,23.33,215605.34,+554237.2,10.89,G,42.86326618088299
71490,108283,1.64,215616.02,+625340.7,7.64,G,609.7560975609756
71494,108287,6.24,215619.17,+582444.1,7.89,G,160.25641025641025
71501,108301 H,1.88,215627.30,+594742.4,6.89,G,531.9148936170213
71527,108342,17.26,215700.31,+024534.5,8.78,G,57.93742757821552
71533,108353,2.01,215704.90,+463532.8,6.78,G,497.5124378109453
71538,108363,6.4,215709.79,+832932.9,7.79,G,156.25
71544,108374 H,1.79,215717.90,+502922.1,7.29,G,558.659217877095
71550,108380,50.43,215726.01,+080813.0,11.02,G,19.8294665873488
71552,108382,3.57,215727.75,+480220.0,8.33,G,280.1120448179272
71559,108389,11.18,215730.97,+040928.0,7.06,G,89.44543828264759
71565,108400,12.11,215738.94,+431304.1,7.89,G,82.57638315441784
71578,*108423,6.97,215751.31,+271255.8,8.55,G,143.47202295552367
71589,108439,11.0,215801.44,+055625.4,7.2,G,90.9090909090909
71590,108440,5.07,215801.95,+430858.8,7.79,G,197.2386587771203
71595,108450,1.01,215811.15,+431419.7,7.43,G,990.09900990099
71597,108457,19.41,215816.16,+091051.9,12.33,G,51.51983513652756
71622,120229,1.77,215841.72,+230416.3,9.37,G,564.9717514124294
71626,108496,13.31,215845.16,+004837.1,10.26,G,75.13148009015778
71636,108511,2.39,215857.64,+000544.5,8.14,G,418.41004184100416
71639,108514,5.05,215859.64,+371703.3,8.47,G,198.01980198019803
71643,108518,0.93,215903.57,+631546.2,8.64,G,1075.268817204301
71651,108531,1.82,215911.52,+333750.7,8.22,G,549.4505494505495
71662,108572,1.76,215935.98,+142137.3,8.93,G,568.1818181818181
71670,*108580,3.34,215943.81,+610603.5,8.9,G,299.4011976047904
71687,108602,21.27,220002.28,+540627.4,7.54,G,47.01457451810061
71698,108618,5.56,220012.57,+220207.4,8.42,G,179.8561151079137
71712,108662,1.67,220050.62,+511409.8,8.74,G,598.8023952095808
71719,108669,17.43,220053.83,+095626.4,10.49,G,57.37234652897303
71721,108671,8.23,220054.33,+151537.9,8.18,G,121.50668286755771
71725,108675 H,5.92,220055.66,+433806.6,7.65,G,168.91891891891893
71741,108706,111.57,220112.88,+281824.5,11.99,G,8.962982880702699
71760,108725,4.84,220128.40,+481754.2,8.26,G,206.61157024793388
71776,*108746,7.77,220143.39,+262240.3,7.48,G,128.70012870012872
71782,108752,60.94,220148.81,+162801.5,10.65,G,16.40958319658681
71791,*108766 H,2.43,220201.37,+105825.7,6.36,G,411.52263374485597
71792,*108767,12.31,220201.42,+232943.9,8.33,G,81.23476848090982
71802,108782,96.98,220210.54,+012403.3,9.17,G,10.311404413281089
71820,108811,9.94,220234.20,+681532.4,8.74,G,100.6036217303823
71829,108820,21.75,220244.97,+081943.0,12.1,G,45.97701149425287
71835,*108831,3.69,220249.67,+304616.4,8.26,G,271.00271002710025
71846,108842 H,10.14,220255.05,+154656.9,7.26,G,98.61932938856015
71854,108850,5.34,220304.05,+073813.6,8.69,G,187.26591760299627
71863,108859,21.24,220310.75,+185303.7,7.65,G,47.08097928436912
71864,108860,12.95,220310.82,+593610.7,10.93,G,77.22007722007723
71876,108887,4.32,220324.84,+554751.2,9.52,G,231.48148148148147
71880,108891,2.33,220327.64,+493953.6,7.57,G,429.18454935622316
71890,108901,10.71,220335.46,+042328.4,8.35,G,93.37068160597572
71894,108905,11.93,220337.41,+064136.0,11.58,G,83.82229673093043
71908,108949 H,14.99,220422.46,+133853.7,7.04,G,66.711140760507
71912,108953,1.47,220425.11,+210309.1,8.86,G,680.2721088435375
71926,108977 H,3.52,220438.68,+564900.3,9.2,G,284.09090909090907
71929,108980,6.84,220441.34,+320308.0,8.85,G,146.19883040935673
71937,109018 H,8.19,220509.05,+295203.2,8.72,G,122.1001221001221
71943,109049,9.92,220528.18,+054516.7,10.57,G,100.80645161290323
71949,109055,10.17,220532.52,+173038.3,7.56,G,98.32841691248771
71957,109063,2.89,220538.89,+575638.9,9.46,G,346.02076124567475
71964,109080,6.65,220550.77,+415747.8,8.29,G,150.37593984962405
71974,109095,27.51,220557.13,+081308.5,11.14,G,36.350418029807344
