,HIP,Parallax,RA,Dec,Vmag,Spectral_Type,Distance
32753,48572 H,7.34,095424.02,+304118.1,8.6,G,136.23978201634878
32756,48575,10.68,095427.51,+372842.5,9.65,G,93.63295880149813
32841,48681,8.34,095542.96,+011115.7,9.59,G,119.90407673860912
32844,48684,0.73,095543.87,+205818.4,9.0,G,1369.86301369863
32855,48700,7.27,095555.99,+173229.8,8.41,G,137.5515818431912
32863,48713,5.26,095608.61,+294719.0,8.65,G,190.11406844106466
32864,48714,95.4,095609.06,+624723.6,8.99,G,10.482180293501047
32879,48734,4.84,095626.03,+085559.2,5.85,G,206.61157024793388
32891,48746 H,8.49,095633.79,+435856.0,8.79,G,117.78563015312132
32913,48773,13.66,095651.21,+520041.9,9.91,G,73.20644216691069
32920,48785,23.54,095702.35,+194544.7,7.6,G,42.48088360237893
32921,48786,23.69,095702.53,+194514.2,8.4,G,42.211903756859435
32923,48788,6.82,095703.95,+575502.3,9.5,G,146.6275659824047
32940,48815,5.08,095726.52,+020625.0,8.82,G,196.8503937007874
32942,48817,8.9,095727.81,+291019.4,8.38,G,112.35955056179775
32953,48878 H,5.13,095808.29,+385610.5,8.24,G,194.9317738791423
32955,48880,5.06,095811.63,+083102.5,9.37,G,197.62845849802372
32970,48910,2.56,095837.59,+732954.1,8.6,G,390.625
33001,48961,24.37,095916.08,+273123.6,7.78,G,41.03405826836274
33016,48986,11.62,095939.84,+475631.5,8.44,G,86.05851979345955
33025,49000 H,29.55,095948.49,+330530.5,10.85,G,33.840947546531304
33036,49016,15.69,095958.11,+832833.2,8.13,G,63.73486297004462
33039,*49019,12.62,100003.33,+421900.3,7.42,G,79.2393026941363
33046,49046,29.85,100026.72,+271600.6,11.24,G,33.50083752093802
33060,49060,10.03,100039.92,+281026.3,7.99,G,99.70089730807578
33061,49061,11.92,100041.99,+173404.0,8.05,G,83.89261744966443
33066,49066,38.09,100044.98,+321839.6,11.93,G,26.25360987135731
33090,49100,6.9,100116.66,+071239.2,8.81,G,144.92753623188406
33102,49122,12.37,100132.91,+363039.7,8.11,G,80.84074373484236
33128,*49158,4.32,100155.93,+121444.9,7.8,G,231.48148148148147
33133,49163,7.18,100159.43,+744533.0,6.91,G,139.2757660167131
33137,49167,9.49,100201.63,+522253.7,8.68,G,105.3740779768177
33151,49200,7.1,100231.48,+014925.0,8.19,G,140.84507042253523
33158,49207,7.11,100235.72,+142022.3,8.49,G,140.64697609001405
33172,49226,8.79,100253.66,+391542.5,8.47,G,113.7656427758817
33176,*49230 H,15.15,100256.49,+684709.3,7.88,G,66.006600660066
33178,49232,10.43,100258.69,+383645.5,8.36,G,95.87727708533077
33212,49291,8.1,100339.69,+640620.1,8.24,G,123.4567901234568
33218,49297,13.81,100344.48,+181312.4,8.26,G,72.4112961622013
33240,49324,25.44,100406.07,+184747.2,11.36,G,39.30817610062893
33248,*49342,4.6,100423.40,+060040.3,9.33,G,217.3913043478261
33252,49356,7.53,100433.47,+275050.0,8.22,G,132.80212483399734
33268,49382,0.5,100454.93,+552916.5,7.81,G,2000.0
33277,49396,15.23,100504.46,+075927.1,7.31,G,65.65988181221273
33293,49422,2.29,100517.39,+162755.6,9.07,G,436.68122270742356
33308,*49452,9.68,100547.21,+505510.5,7.84,G,103.30578512396694
33323,49482,16.69,100609.41,+410525.6,8.44,G,59.91611743559017
33324,49483,4.38,100610.38,+033248.9,8.5,G,228.31050228310502
33328,49492,6.7,100615.30,+085004.3,11.95,G,149.2537313432836
33332,49496,6.17,100618.54,+075640.1,8.36,G,162.07455429497568
33339,49508,13.81,100630.72,+032829.4,7.94,G,72.4112961622013
33348,49522 H,13.59,100640.82,+175342.6,8.07,G,73.58351729212656
33352,49526,45.04,100644.03,+414256.3,11.32,G,22.202486678507995
33360,49534,3.84,100651.26,+421719.0,8.26,G,260.4166666666667
33370,49544,44.77,100656.90,+025752.8,9.95,G,22.336385972749607
33374,49548,5.53,100700.50,+380127.1,7.95,G,180.83182640144665
33382,49562,10.79,100707.83,+084609.6,8.69,G,92.67840593141798
33383,49563 H,9.15,100707.99,+450335.9,7.64,G,109.2896174863388
33395,49580,25.5,100714.79,+291415.6,7.96,G,39.21568627450981
33403,49593,35.78,100725.73,+351440.9,4.49,G,27.94857462269424
33426,49621,16.76,100737.22,+383853.2,8.67,G,59.665871121718375
33432,49626,5.42,100741.71,+061734.0,8.34,G,184.50184501845018
33438,49632,6.29,100745.06,+450814.7,8.29,G,158.9825119236884
33443,49637,11.89,100754.32,+095951.6,4.39,G,84.10428931875525
33458,49667,3.81,100821.20,+073423.9,9.16,G,262.4671916010499
33460,49669,42.09,100822.46,+115801.9,1.36,G,23.75861249703017
33468,49677,4.88,100827.95,+241831.7,7.79,G,204.91803278688525
33475,49704,2.42,100848.33,+064303.2,8.63,G,413.22314049586777
33484,49713,19.07,100859.73,+441336.2,9.66,G,52.43838489774515
33508,49747,2.15,100919.63,+201956.6,6.68,G,465.1162790697675
33510,49749,12.16,100920.21,+243240.0,8.48,G,82.23684210526315
33511,49750,3.26,100921.25,+375235.1,10.47,G,306.7484662576687
33512,49756,26.96,100923.55,+022216.0,7.55,G,37.0919881305638
33519,*49763,6.5,100930.29,+270316.0,8.2,G,153.84615384615384
33557,49826 H,17.54,101018.78,+382448.4,8.86,G,57.012542759407076
33562,49831,5.88,101022.68,+205644.0,7.43,G,170.06802721088437
33572,49846,22.46,101039.86,+160215.7,8.42,G,44.52359750667854
33577,49861 H,7.89,101054.51,+074140.7,8.52,G,126.7427122940431
33586,49870 H,5.47,101058.98,+403941.8,6.34,G,182.81535648994517
33604,49908,205.22,101123.36,+492719.7,6.6,G,4.872819413312543
33619,49928,7.21,101137.20,+181902.7,8.6,G,138.69625520110958
33620,*49929 H,14.49,101138.19,+132118.7,6.43,G,69.01311249137336
33630,49939,7.79,101147.88,+171631.2,8.78,G,128.36970474967907
33633,49942,16.01,101148.31,+234518.1,8.42,G,62.46096189881324
33664,49988,14.43,101219.17,+171759.1,7.88,G,69.3000693000693
33680,50004,2.83,101228.77,+532910.4,8.38,G,353.35689045936397
33687,50011,3.33,101236.24,+074038.8,8.95,G,300.3003003003003
33691,50015 H,10.13,101238.59,+603159.8,8.57,G,98.71668311944718
33700,50024,3.6,101247.38,+610520.3,8.19,G,277.77777777777777
33703,50027,6.19,101248.39,+043652.9,5.77,G,161.5508885298869
33720,50054,22.47,101309.55,+093549.0,9.9,G,44.503782821539836
33723,50057,10.09,101313.35,+030422.1,7.39,G,99.10802775024777
33725,50059,9.17,101315.14,+312240.6,8.38,G,109.05125408942203
33738,*50077,7.9,101328.09,+415301.0,8.59,G,126.58227848101265
33743,50082,4.18,101330.11,+002617.9,8.72,G,239.23444976076556
33750,50089,9.19,101338.18,+082432.7,9.51,G,108.8139281828074
33766,50110,3.42,101350.38,+105031.3,8.02,G,292.39766081871346
33770,50114,11.05,101351.52,+550858.1,10.33,G,90.49773755656108
33781,50130 H,15.47,101401.80,+222724.0,10.06,G,64.64124111182934
33790,50139,27.67,101408.20,+030908.2,7.75,G,36.14022406938923
33808,50172,8.66,101428.38,+083711.2,9.67,G,115.47344110854503
33811,50175,2.39,101431.79,+160818.1,7.09,G,418.41004184100416
33820,50194,20.01,101448.50,+385747.6,11.64,G,49.97501249375312
33844,50238,4.87,101526.09,+415230.4,8.24,G,205.3388090349076
33891,50300,1.02,101612.62,+342403.1,9.35,G,980.3921568627451
33893,50302,15.15,101614.28,+424748.2,8.37,G,66.006600660066
33896,50305 H,9.5,101616.05,+174425.2,6.6,G,105.26315789473684
33900,50314,8.93,101624.59,+564540.6,8.47,G,111.98208286674132
33906,50325,17.54,101638.12,+411633.2,7.36,G,57.012542759407076
33908,50327,20.03,101639.13,+411819.8,8.72,G,49.925112331502746
33916,50335,12.56,101641.40,+232502.4,3.43,G,79.61783439490445
33917,50336,10.35,101641.84,+252214.5,5.84,G,96.61835748792271
33927,50351,10.97,101655.13,+022518.6,8.83,G,91.15770282588878
33933,50357,5.3,101656.60,+125448.8,8.54,G,188.67924528301887
33943,50372,24.27,101705.93,+425452.1,3.45,G,41.203131437989285
33961,50405,9.69,101732.08,+521613.5,8.63,G,103.19917440660475
33962,50411,16.81,101736.15,+323111.3,10.8,G,59.488399762046406
33970,50429,6.69,101748.74,+043706.2,8.68,G,149.47683109118086
33976,50435,15.62,101751.36,+710322.7,7.36,G,64.02048655569783
33982,50451 H,4.1,101805.54,+273128.1,7.77,G,243.90243902439028
33993,50472 H,6.24,101821.37,+373029.9,8.08,G,160.25641025641025
33996,50475 H,3.86,101823.61,+434533.3,8.03,G,259.0673575129534
33998,50487 H,12.61,101833.43,+390637.9,8.84,G,79.30214115781126
34009,50508,9.05,101857.50,+174221.4,6.85,G,110.49723756906076
34018,50522,2.89,101910.05,+220237.9,8.98,G,346.02076124567475
34024,50528,2.78,101913.11,+242150.2,7.6,G,359.7122302158274
34031,50535,0.77,101916.77,+144005.1,8.46,G,1298.7012987012986
34071,50621,8.77,102025.16,+410802.3,8.26,G,114.02508551881415
34072,50622 H,4.52,102025.28,+030951.7,10.17,G,221.23893805309737
34077,*50637 H,6.98,102032.32,+062547.6,7.35,G,143.26647564469914
34090,50656,15.76,102041.72,+043856.2,8.06,G,63.45177664974619
34102,50678,3.1,102055.42,+455745.8,9.15,G,322.5806451612903
34113,50699 H,8.26,102110.03,+264148.1,8.51,G,121.06537530266344
34114,50700,9.45,102110.25,+265309.9,8.66,G,105.82010582010582
34123,50709,2.53,102116.03,+784551.4,8.42,G,395.25691699604744
34158,50760,19.5,102155.38,+593307.1,9.06,G,51.282051282051285
34180,50802,28.01,102220.67,+120845.5,10.37,G,35.701535166012135
34191,50818,7.84,102234.32,+423659.7,7.48,G,127.55102040816327
34192,50819,6.04,102234.85,+164428.9,8.4,G,165.56291390728478
34214,50851,14.22,102300.46,+063234.4,6.06,G,70.32348804500702
34223,50870,17.96,102314.75,+054139.9,6.54,G,55.67928730512249
34237,50884,5.52,102325.45,+135419.5,8.74,G,181.1594202898551
34248,50900,4.9,102338.53,+582437.1,8.47,G,204.0816326530612
34261,50933,10.84,102407.86,+653359.3,4.94,G,92.25092250922509
34278,50950,4.35,102419.55,+103516.0,6.8,G,229.8850574712644
34295,50972,9.51,102442.89,+744626.8,8.08,G,105.15247108307045
34311,50998 H,15.03,102501.78,+243645.9,8.4,G,66.53359946773121
34323,51020,4.7,102523.35,+165512.9,9.14,G,212.7659574468085
34329,51036 H,5.25,102535.13,+084635.4,7.5,G,190.47619047619048
34335,51047,7.9,102545.00,+352532.1,6.49,G,126.58227848101265
34344,51056,15.76,102554.87,+334746.5,4.72,G,63.45177664974619
34354,51066,3.61,102603.71,+620621.1,9.1,G,277.0083102493075
34378,51105,7.14,102626.53,+103010.8,7.2,G,140.0560224089636
34390,51122,7.25,102639.59,+060307.6,8.33,G,137.93103448275863
34402,51134,0.7,102646.58,+282227.7,8.81,G,1428.5714285714287
34413,51145 H,11.67,102653.03,+171310.5,7.34,G,85.6898029134533
34420,51157,34.76,102659.39,+263830.0,8.23,G,28.768699654775606
34424,51161,9.92,102700.52,+192152.4,6.15,G,100.80645161290323
34435,51182,5.43,102714.33,+464253.2,8.99,G,184.1620626151013
34437,51184,3.12,102716.87,+122642.3,7.78,G,320.5128205128205
34439,51191,1.72,102724.36,+012402.8,11.03,G,581.3953488372093
34449,51201,5.21,102728.72,+154634.5,7.95,G,191.93857965451056
34452,51204 H,7.27,102730.29,+033349.0,7.23,G,137.5515818431912
34454,51206,10.59,102733.53,+391956.7,7.73,G,94.42870632672333
34456,51208,21.2,102735.03,+125848.9,10.69,G,47.16981132075472
34466,51218,16.28,102741.93,+425739.0,10.08,G,61.42506142506142
34483,51235,8.66,102755.23,+271240.6,8.7,G,115.47344110854503
34492,51254,39.75,102810.43,+064403.6,8.53,G,25.157232704402517
34506,51278,16.8,102826.31,+811114.8,7.68,G,59.52380952380952
34508,51280,27.24,102827.28,+054856.9,11.49,G,36.71071953010279
34535,51317,138.29,102855.90,+005034.0,9.65,G,7.231180851833105
34539,51321,5.29,102858.66,+023848.3,7.44,G,189.0359168241966
34543,51325,4.16,102901.59,+294339.3,6.61,G,240.3846153846154
34549,51336,4.31,102907.75,+420850.5,11.01,G,232.01856148491882
34553,51340,12.56,102912.84,+272956.6,8.68,G,79.61783439490445
34568,51360 H,13.03,102925.66,+121113.3,7.25,G,76.74597083653109
34570,51367,1.38,102930.21,+284439.4,10.76,G,724.6376811594204
34573,51370,10.77,102931.51,+035344.0,9.39,G,92.85051067780873
34574,51406,10.04,102958.59,+274932.5,7.8,G,99.60159362549801
34585,51417,8.68,103005.57,+521527.3,8.22,G,115.20737327188941
34598,51451,6.76,103030.96,+020901.1,6.98,G,147.92899408284023
34646,51505,4.5,103106.51,+063705.5,10.18,G,222.22222222222223
34656,*51515,3.13,103118.95,+871615.4,8.27,G,319.4888178913738
34667,51536,10.23,103134.81,+431552.9,8.04,G,97.75171065493646
34678,51547,57.18,103143.30,+570655.6,9.63,G,17.488632388947185
34691,51565,6.29,103158.82,+304610.4,8.73,G,158.9825119236884
34692,51566,0.41,103158.95,+220222.0,8.12,G,2439.0243902439024
34700,51574,10.65,103201.37,+294357.6,7.86,G,93.89671361502347
34744,51649,6.58,103308.29,+491008.0,9.27,G,151.9756838905775
34754,51664,11.16,103316.94,+274631.2,8.63,G,89.60573476702508
34759,51669,15.42,103321.78,+472435.2,11.2,G,64.85084306095979
34774,51684,5.39,103330.85,+285227.2,9.43,G,185.5287569573284
34783,51708,7.17,103354.41,+504502.4,9.52,G,139.4700139470014
34794,51729,10.54,103409.83,+673129.6,8.36,G,94.87666034155599
34807,51762,9.35,103432.88,+014540.5,7.6,G,106.95187165775401
34815,51770,12.05,103443.75,+260932.7,7.84,G,82.9875518672199
34822,*51792,6.08,103456.57,+133652.5,9.11,G,164.4736842105263
34834,51819,47.55,103511.15,+842357.1,7.29,G,21.03049421661409
34836,51826,9.9,103517.41,+212244.3,7.78,G,101.01010101010101
34851,51846,6.4,103531.24,+453913.4,7.22,G,156.25
34864,51859,6.68,103543.26,+290615.2,8.68,G,149.7005988023952
34904,51929 H,2.68,103629.54,+443023.5,8.57,G,373.13432835820896
34920,51945,15.63,103642.98,+110119.8,8.69,G,63.97952655150352
34924,51949,10.64,103645.84,+140243.9,8.22,G,93.98496240601503
34938,*51983,7.15,103716.13,+232659.6,8.26,G,139.86013986013987
34948,51993,9.06,103720.61,+250449.2,8.58,G,110.37527593818984
34961,52006,4.7,103728.13,+780518.5,8.24,G,212.7659574468085
34966,52026,15.21,103746.13,+171643.3,7.6,G,65.74621959237344
34967,52027,7.65,103747.84,+324114.6,8.43,G,130.718954248366
34982,52047,11.23,103807.59,+402614.2,8.08,G,89.04719501335708
34990,52055,4.69,103814.19,+032448.8,10.01,G,213.21961620469082
34991,52056,6.3,103815.63,+091152.9,8.4,G,158.73015873015873
34993,52058,14.33,103817.33,+011438.6,8.15,G,69.78367062107466
34998,52063,23.63,103818.88,+761021.1,10.73,G,42.319085907744395
35006,52082,4.65,103832.83,+193654.5,8.45,G,215.0537634408602
35032,52118,10.92,103853.87,+394239.5,11.51,G,91.57509157509158
35037,52123,0.49,103855.24,+100348.5,9.97,G,2040.8163265306123
35040,52126,6.96,103859.50,+155859.4,8.9,G,143.67816091954023
35051,52137,18.01,103905.82,+553045.3,8.64,G,55.52470849528039
35081,52177,10.09,103935.18,+474630.6,8.07,G,99.10802775024777
35085,52181,2.74,103936.73,+430609.5,11.21,G,364.963503649635
35113,52214,3.36,104005.24,+352933.2,8.59,G,297.61904761904765
35128,52234,23.64,104016.71,+304855.7,9.68,G,42.301184433164124
35135,52241,7.14,104021.47,+111131.1,11.29,G,140.0560224089636
35136,52242,5.59,104025.26,+145748.5,8.16,G,178.89087656529517
35147,52253 H,6.26,104035.04,+420911.5,7.97,G,159.7444089456869
35164,52275,13.44,104055.79,+301205.3,8.28,G,74.40476190476191
35167,52278,24.11,104056.94,+592034.1,8.38,G,41.4765657403567
35174,52285 H,18.68,104101.95,+033547.8,9.89,G,53.53319057815846
35178,52289,5.69,104103.48,+483422.1,8.71,G,175.7469244288225
35213,52339,28.12,104148.55,+120630.3,11.61,G,35.56187766714083
35233,52359 H,3.07,104204.46,+330859.8,9.4,G,325.73289902280135
35242,52383,13.45,104226.06,+630223.9,8.57,G,74.34944237918216
35262,52413 H,9.47,104252.23,+504757.3,7.33,G,105.59662090813093
35264,52415,6.97,104252.66,+182255.8,7.69,G,143.47202295552367
35271,52422,22.0,104301.95,+261932.5,5.51,G,45.45454545454545
35274,52425,7.65,104304.04,+690434.5,5.01,G,130.718954248366
35296,52457,15.72,104325.03,+231118.2,5.08,G,63.613231552162844
35308,52469,28.05,104333.12,+461214.5,5.18,G,35.650623885918
35309,52470,39.56,104334.11,+481249.3,8.02,G,25.278058645096056
35310,52471,13.48,104334.91,+041502.7,8.11,G,74.1839762611276
35319,52495,5.01,104356.45,+494803.2,7.03,G,199.6007984031936
35321,52497,6.08,104400.42,+471021.6,8.59,G,164.4736842105263
35339,52530,9.78,104425.35,+323711.5,7.71,G,102.24948875255625
35353,*52544,24.02,104434.28,+723233.4,11.0,G,41.631973355537056
35378,52574,19.47,104502.22,+031824.3,7.09,G,51.36106831022086
35383,52584,5.1,104509.48,+022916.9,6.27,G,196.07843137254903
35386,52593,1.75,104514.51,+245217.7,12.14,G,571.4285714285714
35404,52616,5.3,104533.75,+073051.5,7.55,G,188.67924528301887
35407,52619,4.74,104538.47,+122802.2,9.15,G,210.97046413502107
35415,52627,5.94,104543.27,+052300.4,7.8,G,168.35016835016833
35433,52650,8.99,104559.86,+565514.9,7.11,G,111.23470522803115
35435,52667,21.19,104609.20,+254539.8,8.05,G,47.19207173194903
35436,52668,12.35,104610.99,+562817.4,10.32,G,80.97165991902834
35443,*52675,8.96,104615.04,+353823.1,8.96,G,111.60714285714285
35455,52687,8.61,104624.82,+304029.6,8.27,G,116.14401858304298
35472,52714,10.54,104639.92,+311343.3,9.52,G,94.87666034155599
35476,52718,3.32,104641.62,+163234.5,7.59,G,301.20481927710847
35488,52735,11.97,104651.08,+345455.1,10.64,G,83.5421888053467
35497,52759 H,7.75,104716.95,+223432.0,7.73,G,129.03225806451613
35508,52770,3.7,104722.88,+265438.2,7.19,G,270.27027027027026
35509,52771,10.55,104723.04,+282403.1,10.26,G,94.78672985781989
35510,52772,3.21,104724.01,+593955.7,8.79,G,311.52647975077883
35515,52777,4.77,104726.00,+452706.2,10.39,G,209.643605870021
35544,52822,4.73,104800.76,+394432.7,6.78,G,211.4164904862579
35546,52824,10.41,104803.62,+141242.2,8.22,G,96.06147934678194
35568,52856,2.96,104831.31,+022316.3,8.87,G,337.83783783783787
35571,52859,11.14,104836.26,+571844.7,7.97,G,89.76660682226212
35583,52876,10.84,104849.72,+503628.1,8.87,G,92.25092250922509
35607,52925,11.0,104925.90,+412324.2,7.8,G,90.9090909090909
35633,52956,10.91,104950.93,+230946.2,8.02,G,91.6590284142988
35643,52976,4.7,105011.30,+511529.9,8.62,G,212.7659574468085
35655,52998,9.86,105029.56,+253824.3,7.56,G,101.41987829614605
35659,53002,12.86,105033.87,+320139.2,7.54,G,77.76049766718508
35677,53020,177.46,105052.54,+064836.4,11.64,G,5.635072692437732
35678,53021,4.42,105053.15,+053509.0,8.24,G,226.2443438914027
35697,53045,4.59,105111.96,+601007.7,8.63,G,217.8649237472767
35701,53049,20.2,105113.85,+091329.9,7.85,G,49.504950495049506
35708,53056,4.19,105119.11,+090856.2,7.6,G,238.6634844868735
35720,53073,3.57,105129.98,+364700.9,8.84,G,280.1120448179272
35741,53119,3.85,105201.21,+552118.5,8.11,G,259.7402597402597
35749,53127,12.64,105204.52,+582212.5,9.08,G,79.1139240506329
35755,53133,5.09,105209.96,+072746.3,9.27,G,196.46365422396858
35757,53135,7.86,105210.61,+072739.4,8.21,G,127.22646310432569
35772,53165 H,18.1,105234.38,+050009.7,8.17,G,55.24861878453038
35786,53184,2.71,105243.91,+253340.9,8.79,G,369.00369003690037
35805,53238,18.33,105324.02,+094422.5,10.15,G,54.55537370430988
35837,53280,5.1,105348.04,+664916.9,9.32,G,196.07843137254903
35841,53284,7.93,105351.88,+023928.5,8.09,G,126.10340479192939
35843,53286,9.4,105353.75,+034205.4,8.17,G,106.38297872340425
35868,53351,2.42,105440.52,+522236.8,9.15,G,413.22314049586777
35877,53360,6.97,105444.81,+364532.0,7.39,G,143.47202295552367
35882,53380,2.91,105501.15,+520718.2,8.31,G,343.64261168384877
35896,53404,2.97,105522.64,+340237.1,10.08,G,336.70033670033666
35901,53419,4.89,105538.05,+000722.4,8.11,G,204.4989775051125
35905,53423 H,22.85,105542.34,+004413.0,5.91,G,43.7636761487965
35917,53435,14.06,105552.06,+654354.7,8.53,G,71.12375533428165
35936,53464,8.73,105612.89,+020334.6,10.47,G,114.54753722794959
35945,53473,7.28,105618.67,+310222.8,8.27,G,137.36263736263737
35947,53475,2.16,105621.33,+660116.0,10.85,G,462.96296296296293
35959,53492,11.56,105634.44,+253000.9,6.36,G,86.50519031141869
35967,53505,14.1,105644.40,+133331.7,8.45,G,70.92198581560284
35976,53519,9.09,105653.17,+563750.9,9.76,G,110.01100110011001
35980,53523,21.01,105700.62,+415306.5,9.72,G,47.596382674916704
35989,53537,20.22,105709.66,+214819.4,7.94,G,49.45598417408507
35990,53538,9.42,105710.57,+251619.6,8.84,G,106.15711252653928
35997,53545,10.25,105715.16,+240833.7,7.6,G,97.5609756097561
36000,53548,3.1,105717.27,+465509.6,8.7,G,322.5806451612903
36002,53550,10.33,105717.69,+210826.1,8.44,G,96.80542110358179
36016,53569,5.59,105731.34,+600637.7,8.92,G,178.89087656529517
36018,53571,8.02,105735.85,+303909.7,7.89,G,124.68827930174564
36023,53577,10.06,105737.89,+154541.0,7.89,G,99.40357852882703
36026,*53580,43.43,105739.15,+693547.3,10.28,G,23.025558369790467
36032,53591,7.46,105749.26,+090107.3,9.23,G,134.04825737265415
36037,53606,3.86,105759.14,+310457.2,8.43,G,259.0673575129534
36043,53612,4.69,105805.96,+522605.1,8.71,G,213.21961620469082
36055,53624,11.07,105815.40,+615702.5,8.43,G,90.33423667570008
36058,*53637,33.25,105823.68,+481718.0,10.52,G,30.075187969924812
36061,53640,18.95,105825.20,+370153.0,10.6,G,52.770448548812666
36062,53641,18.44,105825.63,+370143.8,8.78,G,54.22993492407809
36067,53656,15.79,105837.91,+743949.6,11.34,G,63.33122229259025
36070,53659,6.81,105841.17,+213032.1,7.86,G,146.84287812041117
36073,*53662,7.07,105843.75,+694843.6,8.15,G,141.44271570014143
36078,53667,20.08,105848.72,+350318.3,11.13,G,49.800796812749006
36120,53709 H,16.01,105920.79,+794032.8,7.32,G,62.46096189881324
36133,53727,6.59,105933.09,+095550.9,7.24,G,151.74506828528072
36137,53731 H,27.18,105934.82,+175959.8,8.85,G,36.79175864606328
36153,53747,27.63,105948.36,+251723.5,8.49,G,36.19254433586681
36156,53750,5.21,105949.48,+585423.4,7.12,G,191.93857965451056
36160,53754,3.58,105952.11,+585450.7,8.95,G,279.3296089385475
36173,*53767,150.96,110004.53,+225001.1,10.03,G,6.624271330153682
36180,*53774,13.19,110010.40,+774131.8,7.9,G,75.8150113722517
36191,53790,5.69,110020.14,+482918.8,8.52,G,175.7469244288225
36203,53807,9.54,110033.64,+033703.1,4.84,G,104.8218029350105
36213,53822,16.83,110042.60,+152710.9,9.43,G,59.417706476530014
36224,53833 H,5.39,110048.67,+291307.0,8.32,G,185.5287569573284
36260,53894,4.59,110139.10,+415137.6,8.06,G,217.8649237472767
36267,53901,6.71,110143.69,+172135.2,8.51,G,149.03129657228018
36288,53927,6.2,110203.97,+593147.0,9.68,G,161.29032258064515
36300,53954,26.37,110219.78,+201047.1,4.42,G,37.92188092529389
36307,53971,3.39,110228.34,+791402.5,11.76,G,294.9852507374631
36316,53985,85.76,110238.25,+215802.2,9.57,G,11.66044776119403
36325,53994,2.58,110245.91,+011446.9,9.35,G,387.5968992248062
36338,54032,2.59,110317.35,+484848.7,8.28,G,386.1003861003861
36341,54035,392.4,110320.61,+355853.3,7.49,G,2.5484199796126403
36346,54040 H,24.45,110328.05,+543132.0,8.45,G,40.899795501022496
36357,54056,27.38,110340.95,+325314.4,10.55,G,36.52300949598247
36371,54080 H,3.83,110358.91,+033819.6,7.23,G,261.0966057441253
36375,54089,3.07,110405.08,+161524.0,8.83,G,325.73289902280135
36386,54105,32.67,110416.04,+400017.5,10.74,G,30.609121518212426
36390,54109,19.03,110419.11,+054744.0,8.25,G,52.54860746190226
36432,54178 H,5.12,110457.29,+382438.2,7.83,G,195.3125
36444,54205,6.03,110521.41,+011418.6,9.87,G,165.83747927031507
36445,*54211,206.94,110532.13,+433128.1,8.82,G,4.832318546438581
36446,54212,30.05,110533.54,+450033.3,11.1,G,33.277870216306155
36454,54220,8.07,110537.61,+022148.6,8.75,G,123.91573729863693
36457,54223,7.05,110540.87,+120520.9,8.88,G,141.84397163120568
36461,54227,54.9,110542.77,+101415.6,12.37,G,18.214936247723134
36470,54241,16.85,110549.86,+123356.6,7.56,G,59.34718100890207
36474,54245 H,1.43,110551.40,+504912.9,8.7,G,699.3006993006993
36475,54246,3.36,110551.61,+003627.2,9.41,G,297.61904761904765
36479,54250,5.19,110553.06,+521936.2,7.26,G,192.67822736030828
36481,54267,7.21,110606.78,+394742.9,8.28,G,138.69625520110958
36506,54312,9.24,110639.14,+570305.0,8.41,G,108.22510822510823
36510,54316,2.73,110641.74,+305554.2,9.22,G,366.3003663003663
36525,54336 H,16.05,110654.43,+015720.6,5.52,G,62.30529595015576
36534,54356,8.71,110713.27,+101244.2,7.31,G,114.81056257175659
36548,54375,18.94,110728.93,+220310.7,8.22,G,52.798310454065465
36551,54383,19.85,110736.42,+135130.8,7.32,G,50.377833753148614
36552,54384,3.76,110738.44,+485943.5,8.48,G,265.95744680851067
36554,54386,9.05,110739.35,+132956.6,8.0,G,110.49723756906076
36564,54426,43.91,110814.17,+382535.5,8.35,G,22.773855613755412
36573,54450,11.14,110826.52,+210453.3,8.48,G,89.76660682226212
36582,54459,38.61,110831.67,+154606.7,9.75,G,25.900025900025902
36589,54481,2.22,110846.09,+045932.6,8.83,G,450.45045045045043
36593,54485 H,4.59,110848.55,+481447.6,9.43,G,217.8649237472767
36596,54488,4.78,110850.93,+292930.2,9.29,G,209.20502092050208
36604,54501,5.54,110900.28,+540902.5,8.1,G,180.50541516245488
36605,54502,6.68,110900.95,+013546.1,9.88,G,149.7005988023952
36626,54528,6.16,110927.68,+513151.2,9.84,G,162.33766233766232
36627,54529 H,17.65,110928.52,+830545.7,9.5,G,56.657223796033996
36637,54559,25.96,110952.38,+213732.0,10.99,G,38.52080123266564
36641,54563,3.3,110953.69,+054553.2,9.27,G,303.03030303030306
36645,54567,8.35,110955.63,+323152.1,7.16,G,119.76047904191617
36646,54568 H,2.79,110957.30,+144239.3,8.54,G,358.42293906810033
36651,54573,15.12,111003.91,+155446.7,7.51,G,66.13756613756614
36657,54579,13.43,111008.18,+392413.5,11.05,G,74.46016381236039
36659,54581,3.84,111012.86,+352006.4,7.88,G,260.4166666666667
36664,54586,1.46,111015.58,+505729.5,10.52,G,684.931506849315
36688,54620,1.07,111044.54,+201749.0,10.58,G,934.5794392523364
36696,54639,14.26,111100.33,+062516.0,11.39,G,70.12622720897616
36714,54657,18.14,111119.85,+660049.6,8.25,G,55.12679162072767
36720,54663 H,17.87,111123.92,+414936.3,9.89,G,55.95970900951315
36733,54676,2.67,111132.15,+660148.5,8.18,G,374.53183520599254
36740,54683,13.61,111140.34,+184132.3,8.24,G,73.47538574577517
36774,54747,3.29,111234.33,+403203.6,8.47,G,303.951367781155
